"","ASVID","mh_rhizo_prev","mh_rhizo_RA.mean","mh_rhizo_log.mean","mh_rhizo_filtN","mh_rhizo_ra","mh_rhizo_prevN","mh_rhizo_condition","mh_root_prev","mh_root_RA.mean","mh_root_log.mean","mh_root_filtN","mh_root_ra","mh_root_prevN","mh_root_condition","kit_rhizo_prev","kit_rhizo_RA.mean","kit_rhizo_log.mean","kit_rhizo_filtN","kit_rhizo_ra","kit_rhizo_prevN","kit_rhizo_condition","kit_root_prev","kit_root_RA.mean","kit_root_log.mean","kit_root_filtN","kit_root_ra","kit_root_prevN","kit_root_condition","Kingdom","Phylum","Class","Order","Family","Genus"
"180","ASV_198",0.833333333333333,0.00397211730041053,-2.40097793485722,"Retain","Discard","Discard","Both_Fail",0.5,4.72743184389286e-05,-4.32537472372768,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000860424707381432,-3.06528712719513,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"181","ASV_200",0.166666666666667,1.62361144321345e-05,-4.78951789643646,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,8.53102959235581e-05,-4.06899855156459,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis"
"182","ASV_201",0.5,0.000507074822853224,-3.29492795239309,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.0027724036947992,-2.55714353103767,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32"
"183","ASV_202",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,3.17658338242599e-05,-4.49803974034376,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.00137461847837503,-2.86181782236325,"Retain","Discard","Discard","Both_Fail",0.5,0.000464786207030553,-3.33274676852522,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","[Polyangium] brachysporum group"
"184","ASV_203",0.166666666666667,0.000143277800833976,-3.84382109307889,"Retain","Discard","Discard","Both_Fail",0.5,0.000622959037157719,-3.20554050955471,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"185","ASV_205",0.5,0.000733315458074855,-3.13470916010755,"Retain","Discard","Discard","Both_Fail",0.5,0.000663083833641124,-3.17843156030401,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000830044646176954,-3.08089854730246,"Retain","Discard","Discard","Both_Fail",1,0.000559031659924121,-3.25256359579696,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"186","ASV_206",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,1.31452683606536e-05,-4.88123054334527,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Nitrospirota","4-29-1",NA,NA,NA
"187","ASV_208",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,3.51258315365119e-05,-4.45437338587849,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000221049269704223,-3.65551091556449,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.00166125504333448,-2.77956368759082,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"188","ASV_209",0.333333333333333,0.000347338391663663,-3.45924721102788,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00126289459159566,-2.89863289663292,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus"
"189","ASV_210",0.833333333333333,0.000811679293261034,-3.09061553317196,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000161395347519414,-3.79210898867075,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.00167138257383379,-2.77692413018564,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000302738202116513,-3.51893277256322,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum"
"190","ASV_212",0.666666666666667,0.000279772934163908,-3.55319430239539,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.00101745122835044,-2.99248639956312,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000283651938722005,-3.54721424374606,"Retain","Discard","Discard","Both_Fail",1,0.00127097251018149,-2.89586384268407,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae",NA
"191","ASV_213",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00166661850935175,-2.77816379923862,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"192","ASV_214",0.5,0.000449746561409176,-3.34703214841983,"Retain","Discard","Discard","Both_Fail",0.333333333333333,6.53552764654127e-05,-4.18471934385534,"Retain","Discard","Discard","Both_Fail",1,0.00258212102570086,-2.5880234059262,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Acetobacteroides"
"193","ASV_215",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00242057866509303,-2.61608079888937,"Retain","Discard","Retain","Only_prevN_pass",0.333333333333333,2.40944739438284e-05,-4.61808255123812,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA
"194","ASV_218",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000598555787297259,-3.22289536574837,"Retain","Discard","Discard","Both_Fail",0.166666666666667,1.9139708387403e-05,-4.71806468341949,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA
"195","ASV_220",1,0.00273867132547792,-2.56246008534236,"Retain","Discard","Retain","Only_prevN_pass",0.333333333333333,9.47117917286015e-05,-4.02359594746072,"Retain","Discard","Discard","Both_Fail",0.5,0.00149517181392575,-2.82530889860882,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32"
"196","ASV_221",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.0013685690588022,-2.86373328294512,"Retain","Discard","Discard","Both_Fail",1,0.00117464898177611,-2.93009189343725,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"197","ASV_222",1,0.0101923725850691,-1.99172470896065,"Retain","Retain","Retain","Both_Pass",0.5,0.000520444727044102,-3.28362538721856,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas"
"198","ASV_223",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00246010294944541,-2.6090467183273,"Retain","Discard","Retain","Only_prevN_pass",0.166666666666667,1.15696551085812e-05,-4.93667958717379,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Clostridiales","Oxobacteraceae","Oxobacter"
"199","ASV_224",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000662792432690287,-3.17862245870112,"Retain","Discard","Discard","Both_Fail",1,0.00159852201212144,-2.7962813789875,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea"
"200","ASV_225",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00108482624890379,-2.96463981498129,"Retain","Discard","Retain","Only_prevN_pass",1,0.000872352094667607,-3.05930819177829,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"201","ASV_227",0.166666666666667,0.000148218414655837,-3.82909783625819,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.00088844823020567,-3.05136787341979,"Retain","Discard","Discard","Both_Fail",0.5,0.000588477252494869,-3.23027032008799,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000542065928443932,-3.26594788944292,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Georgfuchsia"
"202","ASV_228",0.333333333333333,4.66009795261684e-05,-4.33160495459028,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00217350672874388,-2.66283901098186,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Myxococcota","Myxococcia","Myxococcales",NA,NA
"203","ASV_230",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,1.43005596285668e-05,-4.84464696681166,"Retain","Discard","Discard","Both_Fail",1,0.00238927563954825,-2.62173374483806,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 10"
"204","ASV_232",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.000294925143611688,-3.53028820043457,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.00204811706185845,-2.68864522451932,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans"
"205","ASV_233",0.166666666666667,3.39482392671904e-05,-4.46918274557709,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00138843062840172,-2.8574758144769,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Clostridiales","Oxobacteraceae","Oxobacter"
"206","ASV_234",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.000520647130208014,-3.28345652108499,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000707522657425098,-3.15025964790666,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azovibrio"
"207","ASV_235",0.833333333333333,0.00146688548822041,-2.83360378784389,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Geothermobacteraceae","Geothermobacter"
"208","ASV_237",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"209","ASV_238",0.333333333333333,6.73180321604458e-05,-4.17186858779946,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.00135186743898408,-2.86906589222593,"Retain","Discard","Discard","Both_Fail",1,0.00069580144799855,-3.15751467179837,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"210","ASV_239",0.5,0.000289992183508263,-3.53761370798028,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000388793434079647,-3.41028107802317,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.00200441919492856,-2.69801144697345,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000836605399064422,-3.07747933701056,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella"
"211","ASV_240",0.333333333333333,0.000280821940762551,-3.55156896356555,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00144082995017887,-2.84138727252179,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13"
"212","ASV_241",0.333333333333333,0.000856907303489315,-3.06706615562692,"Retain","Discard","Discard","Both_Fail",0.333333333333333,9.47499771974616e-05,-4.02342088587723,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000443452476516905,-3.35315291538659,"Retain","Discard","Discard","Both_Fail",0.166666666666667,6.55613789486269e-05,-4.18335192051518,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella"
"213","ASV_242",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,7.06430485077987e-05,-4.15093056761922,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00236541490807112,-2.62609267036742,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"214","ASV_244",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.00175574477593762,-2.75553861511435,"Retain","Discard","Discard","Both_Fail",0.333333333333333,8.80737457354948e-05,-4.05515353292142,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Acetobacteroides"
"215","ASV_245",0.5,0.000270006042414414,-3.56862651673778,"Retain","Discard","Discard","Both_Fail",1,0.00203474291899093,-2.69149045421101,"Retain","Discard","Retain","Only_prevN_pass",0.166666666666667,7.4050565957897e-05,-4.13047161787941,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella"
"216","ASV_247",0.833333333333333,0.00208184995990756,-2.68155057354415,"Retain","Discard","Discard","Both_Fail",1,0.00437415127974816,-2.35910620099117,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"217","ASV_250",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"218","ASV_251",0.333333333333333,0.00281500274102133,-2.55052117793169,"Retain","Discard","Discard","Both_Fail",0.5,0.00140862300401321,-2.85120522348705,"Retain","Discard","Discard","Both_Fail",0.166666666666667,8.54442443442483e-05,-4.06831718670241,"Retain","Discard","Discard","Both_Fail",0.166666666666667,6.35792579029018e-05,-4.19668454547686,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azovibrio"
"219","ASV_252",1,0.00685039117648067,-2.16428462837087,"Retain","Discard","Retain","Only_prevN_pass",0.5,0.00027376061831896,-3.56262902689923,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32"
"220","ASV_254",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,9.53370641904453e-06,-5.02073822586734,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00121883230768293,-2.91405604241913,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"221","ASV_255",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000176265689889822,-3.75383221487957,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"222","ASV_256",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,7.75767833844635e-05,-4.11026823179112,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae",NA
"223","ASV_258",0.5,0.000354985896020076,-3.44978890159937,"Retain","Discard","Discard","Both_Fail",1,0.00369878571749975,-2.43194082802579,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,9.9842249246191e-06,-5.00068564376536,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ciceribacter"
"224","ASV_259",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00186760877003058,-2.72871409535007,"Retain","Discard","Retain","Only_prevN_pass",0.333333333333333,1.82325017431774e-05,-4.73915373624283,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae",NA
"225","ASV_260",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.000774063544345398,-3.11122338579542,"Retain","Discard","Discard","Both_Fail",1,0.00103391579505009,-2.98551482994055,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"226","ASV_262",1,0.00344938929725765,-2.46225778849434,"Retain","Discard","Retain","Only_prevN_pass",0.333333333333333,0.00011153796602726,-3.95257727943556,"Retain","Discard","Discard","Both_Fail",0.5,0.00022579884084815,-3.64627829188202,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2"
"227","ASV_263",0.166666666666667,2.95202080584264e-06,-5.5298805859307,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.00141813689723328,-2.84828184331143,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000573344307483118,-3.24158449507883,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azospira"
"228","ASV_267",1,0.00224547475480129,-2.64869182321633,"Retain","Discard","Retain","Only_prevN_pass",1,0.00155963767174563,-2.8069762833368,"Retain","Discard","Retain","Only_prevN_pass",0.5,0.000299094013623259,-3.52419227930035,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000227314052218219,-3.64337371600317,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira"
"229","ASV_268",0.166666666666667,1.77121248350558e-05,-4.75172933554706,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,8.76351224043572e-06,-5.05732180240095,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Syntrophia","Syntrophales",NA,NA
"230","ASV_269",0.833333333333333,0.00285834664299363,-2.54388510374297,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"231","ASV_270",0.166666666666667,2.15448520730457e-05,-4.66665648343129,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00191605169725782,-2.71759277733946,"Retain","Discard","Retain","Only_prevN_pass",0.166666666666667,1.55466421473911e-05,-4.80836339791261,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Clostridiales","Oxobacteraceae","Oxobacter"
"232","ASV_272",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","MBNT15",NA,NA,NA,NA
"233","ASV_276",1,0.000754911966648136,-3.12210369026229,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00157430382372688,-2.80291144971846,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Clostridiales","Oxobacteraceae","Oxobacter"
"234","ASV_277",1,0.00779689391516036,-2.10807837476661,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"235","ASV_278",0.666666666666667,0.00028112257288067,-3.55110428109507,"Retain","Discard","Discard","Both_Fail",1,0.00318053288478245,-2.4975001097225,"Retain","Discard","Retain","Only_prevN_pass",0.166666666666667,0.000158679784195494,-3.79947839883798,"Retain","Discard","Discard","Both_Fail",0.5,0.000243243006723129,-3.61395963691866,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Ferribacterium"
"236","ASV_279",0.166666666666667,1.18080832233706e-05,-4.92782059460274,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA
"237","ASV_280",0.5,5.33711792006011e-05,-4.27269320164354,"Retain","Discard","Discard","Both_Fail",0.5,5.72577590403911e-05,-4.24216565344047,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000336988674282042,-3.47238469491343,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.00073294199530395,-3.13493039386665,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Georgfuchsia"
"238","ASV_281",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000702923108123995,-3.15309217930995,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geotalea"
"239","ASV_282",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000934364120021936,-3.02948384700358,"Retain","Discard","Discard","Both_Fail",1,0.000848091779704189,-3.07155714625481,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"240","ASV_283",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000311154937315247,-3.50702330336743,"Retain","Discard","Discard","Both_Fail",1,0.00071409974722556,-3.14624112065519,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Candidatus Nitrotoga"
"241","ASV_285",0.5,0.00314576771321949,-2.5022733492879,"Retain","Discard","Discard","Both_Fail",0.5,0.00106269173517747,-2.97359269702617,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,5.12669341091729e-05,-4.29016265367879,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA
"242","ASV_286",1,0.00896410601967028,-2.04749301564819,"Retain","Discard","Retain","Only_prevN_pass",0.166666666666667,3.51126191057001e-05,-4.45453677461527,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"243","ASV_287",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis"
"244","ASV_290",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00191158445081228,-2.71860651076994,"Retain","Discard","Retain","Only_prevN_pass",0.666666666666667,0.000110404482540973,-3.95701329342485,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Acetobacteroides"
